ACT,AGE,AGO,ANC,C,CEN,CIV,CLS,CRS,CU,DG,DLG,EN,FR,GOV,ID,MRQ,NFC,PLA,PSS,RISKY,SX,TV,USG,VN,VV
RETRAITE,5,4,3,T,101,Mr,1,CAMIONNETTE,1,TUNIS CENTRE,Nouvelle Medina,DI,1,Ben Arous,255738,MITSUBISHI,2,2,5,No,M,KB4TGJNXZL6,u1,2,2
EMPLOYE,5,3,5,T,151,Mr,3,CI-4P,1,SAHEL,Hammam Sousse,ES,1,Sousse,268738,PEUGEOT,2,2,3,No,M,AJKFTO,VP,3,3
PROFESSIONS_MEDICALES,2,3,3,T,116,Mme,4,CI-4P,1,TUNIS NORD,Mornaguia,ES,1,Mannouba,773138,VOLKSWAGEN,2,2,4,No,F,CF21K,VP,4,4
EDUCATION_FORMATION,4,2,1,T,116,Mme,8,BREAK,1,TUNIS NORD,Le Bardo,ES,0,Tunis,614338,MAHINDRA,5,2,3,No,F,VE2RBC,VP,4,4
EMPLOYE,2,4,3,T,105,Mr,6,CI-4P,1,TUNIS CENTRE,Raoued,ES,1,Ariana,723538,VOLKSWAGEN,2,2,3,No,M,6R12C4,VP,3,3
EDUCATION_FORMATION,3,5,2,T,131,Mr,2,CAMIONNETTE,1,CAPBON,Hammamet,ES,1,Nabeul,731738,VOLKSWAGEN,2,2,4,No,M,FDB2H4,u1,5,5
PROFESSIONS_MEDICALES,0,3,1,T,109,Mme,8,CI-2P,1,CAPBON,Dar Chaabane Elfehri,ES,0,Nabeul,1051938,CITROEN,5,2,3,No,F,SAHMW0D,VP,3,3
RESIDENT_A_L'ETRANGER,5,3,2,T,132,Mr,3,BREAK,1,SAHEL,Msaken,DI,0,Sousse,715138,CITROEN,5,2,3,No,M,7J9HNO,VP,4,4
EMPLOYE,6,3,3,T,128,Mr,4,CI-4P,1,TUNIS NORD,Le Bardo,ES,1,Tunis,143338,NISSAN,2,2,3,No,M,FBUK13,VP,3,3
CORPS_ACTIFS,4,5,3,T,101,Mr,1,CI-4P,1,TUNIS CENTRE,El Mourouj,ES,1,Ben Arous,293338,PEUGEOT,5,2,3,No,M,IHS4K3615,VP,3,3
EMPLOYE,3,3,3,T,132,Mme,3,CI-4P,1,SAHEL,Sousse Jaouhara,ES,1,Sousse,587938,FORD,2,2,2,No,F,RU8TS3,VP,3,3
PROFESSIONS_MEDICALES,6,3,3,T,101,Mme,1,CI-4P,1,TUNIS CENTRE,Borj El Amri,ES,1,Mannouba,631738,VOLKSWAGEN,2,2,2,No,F,9N30V4,VP,2,2
EMPLOYE,4,3,2,T,141,Mr,1,CI-4P,1,TUNIS NORD,Ariana Ville,ES,1,Ariana,203138,TOYOTA,2,2,3,Yes,M,NCP151LBEMR,VP,4,4
RESIDENT_A_L'ETRANGER,3,4,3,T,120,Mr,8,CI-4P,1,SUD,Houmet Essouk,DI,0,Medenine,801738,OPEL,5,2,4,No,M,GT6EMX,VP,3,3
PROFESSIONS_MEDICALES,5,2,2,T,151,Mr,3,CI-4P,4,SAHEL,Akouda,ES,0,Sousse,830138,SKODA,5,2,3,No,M,NJ34H4,VP,5,4
PROFESSIONS_MEDICALES,1,3,2,T,111,Mr,4,CI-4P,1,SAHEL,Monastir,ES,1,Monastir,839938,MERCEDES-BENZ,2,2,4,No,M,BM32ZM,VP,4,4
RETRAITE,5,3,1,T,101,Mme,8,CI-4P,1,TUNIS CENTRE,El Ouerdia,ES,1,Tunis,1003538,NISSAN,5,2,4,No,F,FDAJ11,VP,5,5
ACTIVITES_COMMERCIALES,3,3,2,T,181,Mr,8,CI-4P,1,SAHEL,Haffouz,DI,0,Kairouan,1012939,MERCEDES-BENZ,5,2,4,No,M,204,VP,5,5
RESIDENT_A_L'ETRANGER,2,4,1,T,120,Mr,8,CI-4P,1,SUD,Ajim,DI,0,Medenine,773339,VOLKSWAGEN,5,2,3,No,M,1KP,VP,3,3
EDUCATION_FORMATION,4,4,3,T,801,Mme,2,CI-4P,1,TUNIS SUD,Rades,ES,0,Ben Arous,653139,VOLKSWAGEN,5,2,2,No,F,6R12B4,VP,3,3
ARCHITECTURE_BTP_IMMOBILIER,4,7,4,T,120,Mr,2,CI-4P,1,SUD,Houmet Essouk,ES,0,Medenine,407939,PEUGEOT,5,2,4,No,M,203C,VP,1,1
METIERS_LEGAUX,4,2,3,T,112,Mr,4,BREAK,1,TUNIS CENTRE,Ezzahra,ES,1,Ben Arous,632139,MG,2,2,4,No,M,AS21AN3PAMD,VP,5,5
EMPLOYE,4,3,2,T,128,Mr,3,CI-2P,1,TUNIS NORD,La Medina,ES,1,Tunis,712739,RENAULT,2,2,4,No,M,DZ1H06,VP,4,4
EDUCATION_FORMATION,5,6,5,T,103,Mr,1,CI-4P,1,SAHEL,Sahline,ES,0,Monastir,209339,TOYOTA,5,2,4,No,M,EE100L,VP,1,1
EDUCATION_FORMATION,4,4,3,T,179,Mme,3,CI-4P,1,SUD,El Ksar,ES,0,Gafsa,684939,RENAULT,5,2,2,No,F,BB2HEF,VP,2,2
CHAUFFEUR,4,3,2,T,152,Mr,3,PR REM,5,SAHEL,Mahdia,ES,1,Mahdia,856139,COMET,2,2,1,No,M,SRB4X2,U2,3,3
EDUCATION_FORMATION,2,4,3,T,131,Mme,3,CI-4P,1,CAPBON,Hammamet,ES,1,Nabeul,732939,CITROEN,2,2,3,No,F,C3,VP,2,2
RESIDENT_A_L'ETRANGER,2,3,1,T,132,Mr,8,CI-4P,1,SAHEL,Msaken,DI,0,Sousse,1082739,VOLKSWAGEN,5,2,3,No,M,AU,VP,4,4
PROFESSIONS_MEDICALES,1,4,2,T,191,Mme,3,CI-4P,1,SAHEL,Teboulba,ES,0,Monastir,821339,MERCEDES-BENZ,5,2,5,No,F,212048,VP,5,5
PROFESSIONS_MEDICALES,1,6,1,T,119,Mr,5,CI-4P,1,TUNIS SUD,Fouchana,ES,1,Ben Arous,839939,PEUGEOT,2,2,2,No,M,1AH1A2,VP,1,1
EDUCATION_FORMATION,5,4,3,T,109,Mme,3,CI-4P,1,CAPBON,Dar Chaabane Elfehri,ES,0,Nabeul,654339,PEUGEOT,5,2,2,No,F,2MHFXA,VP,3,3
GERANT_DIRIGEANT,8,2,2,T,808,Entreprise,3,CI-2P,4,CAPBON,Nabeul,DI,0,Nabeul,1018939,ISUZU,5,2,5,Yes,JP,NPR71LHL5VA,U2,5,5
EDUCATION_FORMATION,3,2,3,T,130,Mr,1,CI-4P,1,TUNIS SUD,Mornag,ES,1,Ben Arous,584339,KIA,2,2,3,No,M,IHS4K3615,VP,4,4
ARCHITECTURE_BTP_IMMOBILIER,8,2,3,T,179,Mr,2,CI-4P,1,SUD,Gafsa Sud,ES,0,Gafsa,801539,SEAT,5,2,3,Yes,M,6J52C4,VP,3,3
EDUCATION_FORMATION,3,3,4,T,132,Mr,2,CI-4P,1,SAHEL,Msaken,ES,0,Sousse,448939,VOLKSWAGEN,5,2,3,No,M,6R12C4,VP,4,4
AGRICULTURE,6,6,1,T,810,Mr,3,FOURGON,2,SUD,Zarzis,ES,0,Medenine,1125339,RENAULT,5,2,5,Yes,M,T3X805,u1,2,2
CHAUFFEUR,5,5,1,T,120,Mr,5,BREAK,1,SUD,Ajim,DI,1,Medenine,504139,PEUGEOT,2,3,3,No,M,BEWJYB,louage,2,2
EDUCATION_FORMATION,3,4,3,T,133,Mme,4,CI-4P,1,SUD,Zarzis,ES,0,Medenine,806339,FIAT,5,2,3,No,F,188BXA1A01,VP,2,2
EMPLOYE,3,3,1,T,113,Mme,4,CI-2P,1,TUNIS CENTRE,El Menzah,ES,1,Tunis,287539,B.M.W.,2,2,4,No,F,KD11BM,VP,5,5
EMPLOYE,3,4,3,T,101,Mr,1,CI-4P,1,TUNIS CENTRE,El Ouerdia,ES,0,Tunis,612939,RENAULT,5,2,3,Yes,M,LB270F,VP,2,2
EMPLOYE,2,3,3,T,108,Mr,2,CI-4P,4,NORD OUEST,Beja Nord,ES,0,Beja,547339,RENAULT,5,2,3,No,M,4SRAP4,VP,3,3
TECHNICIEN,2,4,2,T,112,Mme,4,CI-4P,1,TUNIS CENTRE,Bab Bhar,ES,1,Tunis,831139,KIA,2,2,2,No,F,BCS6E3315,VP,2,2
RETRAITE,5,4,3,T,101,Mr,1,CI-4P,1,TUNIS CENTRE,Carthage,ES,1,Tunis,121739,VOLKSWAGEN,2,2,3,No,M,1K,VP,4,4
ARTISAN,5,5,4,T,109,Mr,1,CI-4P,1,CAPBON,Dar Chaabane Elfehri,DI,0,Nabeul,519539,OPEL,5,2,3,No,M,ASTRA-F-CC,VP,1,1
EDUCATION_FORMATION,4,6,3,T,138,Mr,2,CI-4P,1,TUNIS NORD,Ariana Ville,ES,0,Ariana,253139,VOLKSWAGEN,5,2,2,No,M,6N20B2,VP,1,1
RESIDENT_A_L'ETRANGER,4,3,2,T,133,Mr,4,FOURGON,1,SUD,Zarzis,DI,1,Medenine,863139,CITROEN,2,2,3,No,M,7B9HN0,u1,2,2
PROFESSIONS_MEDICALES,2,4,3,T,108,Mr,3,CI-4P,1,NORD OUEST,Thibar,DI,0,Beja,721939,PEUGEOT,5,2,3,No,M,GJWJYB,VP,1,1
EDUCATION_FORMATION,4,3,5,T,122,Mme,3,CI-4P,1,TUNIS SUD,Mornag,ES,1,Ben Arous,248539,CHEVROLET,2,2,3,No,F,TJ5CD,VP,3,3
RETRAITE,5,4,3,T,122,Mr,4,CI-4P,1,TUNIS SUD,El Kabbaria,ES,1,Tunis,802139,RENAULT,2,2,3,No,M,LB270F,VP,2,2
EMPLOYE,5,5,3,T,109,Mr,6,CI-4P,1,CAPBON,Nabeul,ES,0,Nabeul,449339,RENAULT,5,2,2,No,M,BB10CF,VP,2,2
CORPS_ACTIFS,4,3,3,T,116,Mr,1,CI-4P,1,TUNIS NORD,El Hrairia,ES,1,Tunis,613939,RENAULT,2,2,3,No,M,LBVV05,VP,2,2
RESIDENT_A_L'ETRANGER,2,2,2,T,120,Mr,8,CI-4P,1,SUD,Ajim,DI,0,Medenine,891939,AUDI,5,2,4,No,M,FY,VP,5,5
EDUCATION_FORMATION,3,1,1,T,850,Mme,4,BREAK,1,TUNIS CENTRE,La Goulette,ES,0,Tunis,1064139,PEUGEOT,5,2,3,No,F,CUHMW0D,VP,5,5
PROFESSIONS_MEDICALES,2,2,2,T,807,Mme,8,CI-4P,1,SAHEL,Monastir,ES,0,Monastir,905939,KIA,5,2,3,No,F,IHS4K3615,VP,4,4
EDUCATION_FORMATION,4,3,3,T,129,Mme,8,CI-4P,1,SFAX,Sakiet Ezzit,ES,1,Sfax,367739,PEUGEOT,2,2,3,No,F,WCKFT0D,VP,3,3
PROFESSIONS_MEDICALES,3,3,2,T,151,Mme,4,BREAK,1,SAHEL,Hammam Sousse,DI,0,Sousse,275739,HYUNDAI,5,2,3,No,F,ELHF5D4,VP,4,4
EDUCATION_FORMATION,3,2,2,T,124,Mme,3,CI-4P,1,SAHEL,Mahdia,ES,1,Mahdia,628739,FORD,2,2,3,Yes,F,JABHB,VP,3,3
RETRAITE,7,2,2,T,127,Mme,4,CI-4P,1,TUNIS SUD,La Marsa,ES,1,Tunis,143739,KIA,2,2,3,No,F,TAS6K361B,VP,3,3
TECHNICIEN,2,5,3,T,130,Mr,3,CI-4P,1,TUNIS SUD,Hammam Chatt,ES,1,Ben Arous,587739,VOLKSWAGEN,2,2,3,No,M,6N20B4,VP,1,1
RETRAITE,6,3,4,T,124,Mr,2,CI-4P,1,SAHEL,Mahdia,DI,1,Mahdia,104339,NISSAN,2,2,3,No,M,FCAJ10,VP,3,3
EMPLOYE,4,3,2,T,101,Mr,8,CI-4P,1,TUNIS CENTRE,El Ouerdia,ES,1,Tunis,1001539,SEAT,2,2,3,No,M,6J52C4,VP,3,3
EMPLOYE,4,4,3,T,102,Mr,3,CI-4P,1,TUNIS NORD,Bizerte Nord,DI,1,Bizerte,556739,CITROEN,2,2,3,No,M,LC9HXC,VP,2,2
PROFESSIONS_MEDICALES,3,4,3,T,111,Mr,1,CI-4P,1,SAHEL,Monastir,ES,0,Monastir,429739,FORD,5,2,3,No,M,JH1UKR,VP,3,2
EMPLOYE,4,3,3,T,102,Mme,4,CI-4P,1,TUNIS NORD,La Soukra,ES,0,Ariana,602139,RENAULT,5,2,3,No,F,BZ1A07,VP,3,3
RETRAITE,5,4,3,T,111,Mr,4,CI-4P,1,SAHEL,Ksibet El Mediouni,DI,0,Monastir,784139,MERCEDES-BENZ,5,2,4,No,M,204,VP,4,4
RETRAITE,6,2,1,T,113,Mme,8,BREAK,1,TUNIS CENTRE,Bab Bhar,DI,1,Tunis,1032339,RENAULT,2,2,3,No,F,RFE004,VP,5,5
RETRAITE,7,6,5,T,109,Mr,1,CI-4P,1,CAPBON,Beni Khiar,DI,1,Nabeul,166139,RENAULT,2,2,3,No,M,L42400,VP,1,1
RETRAITE,7,3,2,T,103,Mr,4,CI-4P,1,SAHEL,Sousse Ville,DI,0,Sousse,840539,CITROEN,5,2,3,No,M,NC9HPO,VP,3,3
ARTISAN,5,6,3,T,133,Mr,2,CI-4P,1,SUD,Zarzis,ES,1,Medenine,754139,RENAULT,2,2,4,No,M,LBVV05,VP,2,2
ARCHITECTURE_BTP_IMMOBILIER,4,5,2,T,132,Mr,3,BENNE,1,SAHEL,Msaken,DI,1,Sousse,730939,IVECO,2,2,4,No,M,C356101B,u1,2,2
EDUCATION_FORMATION,4,4,3,T,116,Mme,2,CI-4P,1,TUNIS NORD,El Menzah,ES,0,Tunis,274539,FIAT,5,2,2,No,F,178BYM1ASS,VP,2,2
EMPLOYE,3,2,2,T,115,Mme,8,CI-4P,1,TUNIS CENTRE,Ariana Ville,ES,1,Ariana,898539,KIA,2,2,2,No,F,TAS6K2615,VP,3,3
PROFESSIONS_MEDICALES,3,3,3,T,151,Mme,3,CI-4P,1,SAHEL,Sousse Ville,ES,0,Sousse,657739,VOLKSWAGEN,5,2,2,No,F,6C12C1,VP,3,3
RESIDENT_A_L'ETRANGER,3,3,2,T,120,Mr,8,BREAK,1,SUD,Ajim,DI,0,Medenine,883339,AUDI,5,2,5,No,M,8R,VP,6,6
EMPLOYE,3,4,2,T,151,Mr,5,CI-4P,1,SAHEL,Sousse Riadh,ES,0,Sousse,853339,RENAULT,5,2,3,No,M,BR120H,VP,2,2
EDUCATION_FORMATION,2,5,3,T,194,Mr,3,CI-4P,1,NORD OUEST,Sbiba,ES,0,Kasserine,726939,RENAULT,5,2,2,No,M,BB0A0F,VP,1,1
RETRAITE,5,3,3,T,130,Mr,4,CI-4P,1,TUNIS SUD,Bou Mhel El Bassatine,ES,1,Ben Arous,167939,TOYOTA,2,2,3,No,M,TJ5CD,VP,4,4
EDUCATION_FORMATION,5,5,4,T,188,Mr,1,CI-4P,1,CAPBON,Korba,ES,1,Nabeul,534339,VOLKSWAGEN,2,2,4,No,M,1J2014,VP,2,2
EMPLOYE,4,6,3,T,111,Mr,1,CI-4P,1,SAHEL,Ksibet El Mediouni,DI,0,Monastir,212739,RENAULT,5,2,3,No,M,B53405,VP,1,1
RETRAITE,6,5,3,T,141,Mr,1,CI-4P,1,TUNIS NORD,La Soukra,ES,1,Ariana,117339,VOLKSWAGEN,2,2,3,No,M,1J,VP,3,3
EMPLOYE,4,6,2,T,191,Mr,5,CI-4P,1,SAHEL,Ksar Helal,ES,0,Monastir,865739,FIAT,5,2,2,No,M,176AH55F,VP,1,1
EMPLOYE,4,6,3,T,191,Mr,3,CI-4P,1,SAHEL,Moknine,DI,0,Monastir,567139,VOLKSWAGEN,5,2,3,No,M,1J,VP,2,2
RESIDENT_A_L'ETRANGER,2,4,1,P,122,Mme,8,CI-4P,1,TUNIS SUD,El Mourouj,ES,0,Ben Arous,698539,PEUGEOT,5,2,4,No,F,3CRFJF,VP,1,1
PROFESSIONS_MEDICALES,6,2,2,T,112,Mme,8,CI-4P,1,TUNIS CENTRE,La Marsa,ES,0,Tunis,870739,TOYOTA,5,2,2,No,F,KSP130LCHMR,VP,4,4
PROFESSIONS_MEDICALES,3,2,1,T,850,Mme,6,CI-4P,1,TUNIS CENTRE,Jebel Jelloud,DI,1,Tunis,1048339,VOLKSWAGEN,2,2,3,Yes,F,604264,taxi,4,4
EMPLOYE,2,4,2,T,132,Mr,4,CI-4P,1,SAHEL,Msaken,DI,1,Sousse,500739,VOLKSWAGEN,2,2,3,No,M,3C2011,VP,3,3
EDUCATION_FORMATION,4,2,3,T,115,Mme,4,CI-4P,1,TUNIS CENTRE,La Soukra,ES,1,Ariana,695739,RENAULT,2,2,2,No,F,5RSN0A,VP,4,4
RETRAITE,6,4,3,T,111,Mr,1,CI-4P,1,SAHEL,Monastir,ES,0,Monastir,117139,FORD,5,2,3,No,M,JA8NKR,VP,3,3
AGRICULTURE,5,5,2,T,180,Mr,3,CI-4P,1,CAPBON,Hammam Zriba,DI,1,Zaghouan,832139,OPEL,2,2,3,Yes,M,OTGF48,VP,1,1
EMPLOYE,5,4,3,T,116,Mme,1,CI-4P,1,TUNIS NORD,Le Bardo,ES,1,Tunis,259739,FIAT,2,2,3,No,F,188BXA1A01,VP,2,2
RESIDENT_A_L'ETRANGER,4,6,3,T,120,Mr,1,CI-4P,1,SUD,Ajim,DI,0,Medenine,289139,MERCEDES-BENZ,5,2,4,No,M,210,VP,4,4
EDUCATION_FORMATION,3,4,5,T,111,Mme,1,CI-4P,5,SAHEL,Monastir,ES,1,Monastir,231739,RENAULT,2,2,3,No,F,KZ0B06,VP,4,4
EMPLOYE,5,4,3,T,193,Mr,5,CI-4P,1,NORD OUEST,Nabeul,ES,0,Nabeul,816739,PEUGEOT,5,2,3,No,M,RD9HZC,VP,4,4
PROFESSIONS_MEDICALES,2,2,1,T,111,Mr,8,BREAK,1,SAHEL,Ksibet El Mediouni,DI,0,Monastir,1049739,B.M.W.,5,2,4,No,M,218DACTIVET,VP,5,5
INGENIEUR,3,3,1,T,113,Mr,8,CI-4P,1,TUNIS CENTRE,Tozeur,ES,1,Tozeur,606339,PEUGEOT,2,2,3,No,M,DDHMV0,VP,3,3
OUVRIER,2,3,2,T,130,Mr,5,CAMIONNETTE,1,TUNIS SUD,Hammam Lif,DI,1,Ben Arous,890339,VOLKSWAGEN,2,2,4,No,M,2KAA32VERSI,u1,2,2
EMPLOYE,4,5,5,T,111,Mr,1,CI-4P,1,SAHEL,Monastir,DI,0,Monastir,146139,VOLKSWAGEN,5,2,3,No,M,.3BG,VP,3,3
EMPLOYE,3,5,4,T,109,Mr,5,CI-4P,1,CAPBON,Nabeul,ES,1,Nabeul,438339,TOYOTA,2,2,2,No,M,SCP10L-AHMR,VP,1,1
EDUCATION_FORMATION,8,3,1,T,818,Entreprise,4,CI-4P,1,TUNIS SUD,La Marsa,ES,0,Tunis,1064539,VOLKSWAGEN,5,2,3,No,JP,5G12D1,VP,4,4
TOURISME,5,5,2,T,111,Entreprise,3,BREAK,1,SAHEL,Monastir,DI,0,Monastir,544340,TOYOTA,5,3,6,No,JP,HZJ105LGNM,VP,3,3
AGRICULTURE,5,6,1,P,188,Mr,3,PLATEAU,1,CAPBON,Beni Khiar,DI,0,Nabeul,797540,FIAT,5,2,5,No,M,OM4035B,u1,1,1
EDUCATION_FORMATION,4,6,4,T,118,Mme,1,FOURGON,4,SAHEL,Kalaa El Kebira,DI,0,Sousse,519740,PEUGEOT,5,2,5,No,F,TFR54H,u1,2,2
PROFESSIONNEL_CONSULTANT_EXPERT,3,4,3,T,109,Mr,5,BREAK,1,CAPBON,Beni Khiar,DI,0,Nabeul,511340,RENAULT,5,2,3,No,M,KZ1G06,VP,3,3
PARAMEDICAL,2,3,2,T,138,Mme,5,CI-4P,1,TUNIS NORD,Ariana Ville,ES,1,Ariana,819740,RENAULT,2,2,3,No,F,5R0H0H,VP,4,4
INGENIEUR,4,2,1,T,122,Mr,8,CI-4P,1,TUNIS SUD,El Mourouj,ES,0,Ben Arous,880740,DACIA,5,2,3,No,M,5SDAP4,VP,4,4
EMPLOYE,4,4,3,T,103,Mme,1,CAMIONNETTE,1,SAHEL,Sousse Riadh,ES,1,Sousse,567940,PEUGEOT,2,2,3,No,F,CJKFWC,VP,2,2
EMPLOYE,4,4,3,T,105,Mr,1,CI-4P,1,TUNIS CENTRE,Bou Mhel El Bassatine,ES,1,Ben Arous,231140,RENAULT,2,2,3,No,M,LBVV05,VP,3,3
EDUCATION_FORMATION,3,4,4,T,103,Mr,1,CI-4P,1,SAHEL,Sousse Jaouhara,ES,1,Sousse,484340,FORD,2,2,3,No,M,JA8NKR,VP,3,3
EDUCATION_FORMATION,4,5,3,T,101,Mr,4,CI-4P,1,TUNIS CENTRE,La Goulette,ES,1,Tunis,537940,VOLKSWAGEN,2,2,3,No,M,1J,VP,2,2
EDUCATION_FORMATION,4,3,1,T,109,Mme,9,CI-4P,1,CAPBON,Nabeul,ES,1,Nabeul,1008940,FIAT,2,2,2,No,F,199BXA1A01E,VP,3,3
EDUCATION_FORMATION,4,2,2,T,818,Mme,8,CI-4P,1,TUNIS SUD,El Omrane,ES,1,Tunis,216340,TOYOTA,2,2,2,No,F,VNKL0D340A,VP,4,4
RETRAITE,5,4,3,T,101,Mme,8,CI-4P,1,TUNIS CENTRE,Sidi El Bechir,ES,1,Tunis,293340,RENAULT,2,2,2,No,F,BB2HEF,VP,2,2
EMPLOYE,4,4,2,T,130,Mme,2,CI-4P,1,TUNIS SUD,Hammam Lif,ES,1,Ben Arous,556540,RENAULT,2,2,3,No,F,SMOF05,VP,1,1
PROFESSIONS_MEDICALES,2,3,1,T,124,Mme,8,CI-4P,1,SAHEL,Mahdia,ES,1,Mahdia,1059540,VOLKSWAGEN,2,2,3,No,F,6R12C4,VP,3,3
ACTIVITES_COMMERCIALES,4,4,4,T,103,Mr,4,CI-4P,1,SAHEL,Sousse Jaouhara,DI,0,Sousse,184140,MERCEDES-BENZ,5,2,4,No,M,204,VP,4,4
EMPLOYE,4,3,2,T,101,Mr,1,CI-4P,1,TUNIS CENTRE,La Soukra,DI,0,Ariana,176340,VOLKSWAGEN,5,2,3,No,M,1K,VP,4,4
RESIDENT_A_L'ETRANGER,5,5,3,T,118,Mr,8,CI-4P,1,SAHEL,Sousse Jaouhara,ES,0,Sousse,833740,CHRYSLER,5,2,5,No,M,FYN8B3,VP,3,3
EDUCATION_FORMATION,5,6,5,T,128,Mr,3,CI-4P,1,TUNIS NORD,Le Bardo,DI,1,Tunis,123540,PEUGEOT,2,2,3,No,M,8ERHYE,VP,2,2
PROFESSIONS_MEDICALES,1,3,1,T,102,Mr,8,CI-4P,1,TUNIS NORD,Tinja,ES,1,Bizerte,1004140,FIAT,2,2,2,No,M,199BXA1A01E,VP,2,2
PROFESSIONS_MEDICALES,2,4,3,T,130,Mme,4,CI-4P,1,TUNIS SUD,Soliman,ES,0,Nabeul,681940,PEUGEOT,5,2,3,No,F,CCHMW0D,VP,4,4
ARTISAN,3,6,3,T,109,Mr,3,CI-2P,1,CAPBON,Beni Khiar,DI,1,Nabeul,482540,CITROEN,2,2,4,No,M,VDPBAM,VP,1,1
EMPLOYE,5,3,3,T,116,Mr,2,CI-4P,1,TUNIS NORD,Ettahrir,ES,1,Tunis,141940,VOLKSWAGEN,2,2,2,No,M,6R12B4,VP,3,3
GERANT_DIRIGEANT,4,2,1,T,112,Mme,5,CI-4P,1,TUNIS CENTRE,La Marsa,ES,0,Tunis,212340,SEAT,5,2,3,No,F,5F12W2,VP,5,5
EDUCATION_FORMATION,3,3,1,T,119,Mme,8,CI-4P,1,TUNIS SUD,El Ksour,DI,1,Kef,1087340,HYUNDAI,2,2,3,No,F,JU81UA,VP,5,5
EMPLOYE,3,3,2,T,116,Mme,3,CI-4P,1,TUNIS NORD,Essijoumi,ES,1,Tunis,886540,RENAULT,2,2,3,No,F,4SRAP4,VP,3,3
RETRAITE,6,2,2,T,101,Mme,8,CI-4P,1,TUNIS CENTRE,El Menzah,ES,1,Tunis,890740,SUZUKI,2,2,3,No,F,WB52S,VP,4,4
INGENIEUR,2,4,3,T,111,Mr,4,CI-4P,1,SAHEL,Bembla,ES,1,Monastir,821940,RENAULT,2,2,2,No,M,BB2HEF,VP,2,2
PROFESSIONS_MEDICALES,2,3,2,T,151,Mr,9,CI-4P,1,SAHEL,Sousse Riadh,ES,1,Sousse,891340,SEAT,2,2,3,No,M,1P11E2,VP,3,3
ACTIVITES_COMMERCIALES,3,5,2,P,126,Mr,3,CI-4P,1,NORD OUEST,Jendouba Nord,ES,0,Jendouba,621540,RENAULT,5,2,2,No,M,BBOAOF,VP,1,1
EDUCATION_FORMATION,3,3,3,T,118,Mme,3,CI-4P,1,SAHEL,Sousse Jaouhara,ES,1,Sousse,747740,VOLKSWAGEN,2,2,3,No,F,5G12D1,VP,4,4
EMPLOYE,4,4,3,T,130,Mr,1,CI-4P,1,TUNIS SUD,Hammam Chatt,DI,1,Ben Arous,223340,RENAULT,2,2,3,No,M,BZ1G06,VP,3,3
RETRAITE,5,5,3,T,102,Mr,5,CI-4P,1,TUNIS NORD,Bizerte Nord,ES,1,Bizerte,463340,PEUGEOT,2,2,3,No,M,2AHFXF,VP,2,2
EDUCATION_FORMATION,3,6,3,T,132,Mr,4,CI-4P,1,SAHEL,Msaken,ES,1,Sousse,759540,VOLKSWAGEN,2,2,2,No,M,6N10H5,VP,1,1
INGENIEUR,5,5,3,T,101,Mr,2,CI-4P,1,TUNIS CENTRE,El Ouerdia,DI,0,Tunis,229540,RENAULT,5,2,3,No,M,CB07CF,VP,2,2
RETRAITE,6,4,2,T,122,Mr,3,CI-4P,1,TUNIS SUD,El Ouerdia,ES,0,Tunis,427540,PEUGEOT,5,2,2,No,M,2AHFX2,VP,2,2
ACTIVITES_COMMERCIALES,8,2,2,T,132,Mr,5,FOURGON,1,SAHEL,Msaken,DI,1,Sousse,847140,PEUGEOT,2,2,3,Yes,M,7C9HKC,u1,4,4
EDUCATION_FORMATION,3,4,4,T,125,Mr,1,CI-4P,1,CAPBON,Mahdia,ES,0,Mahdia,530340,VOLKSWAGEN,5,2,3,No,M,9N30W4,VP,2,2
PROFESSIONNEL_CONSULTANT_EXPERT,3,5,3,T,113,Mme,1,CI-4P,1,TUNIS CENTRE,La Marsa,DI,1,Tunis,574740,VOLKSWAGEN,2,2,3,No,F,1K,VP,3,3
PROFESSIONNEL_CONSULTANT_EXPERT,2,3,1,T,188,Mme,8,CI-4P,1,CAPBON,Korba,ES,0,Nabeul,1059140,VOLKSWAGEN,5,2,3,No,F,6R12C4,VP,3,3
EDUCATION_FORMATION,5,4,5,T,136,Mr,5,CI-4P,1,TUNIS NORD,Ariana Ville,DI,1,Ariana,236340,MERCEDES-BENZ,2,2,4,No,M,203,VP,4,4
ACTIVITES_COMMERCIALES,4,4,2,T,109,Mme,8,BREAK,1,CAPBON,Nabeul,DI,1,Nabeul,768540,RENAULT,2,2,3,No,F,JZ0A06,VP,3,3
TOURISME,2,4,2,T,136,Mr,8,CI-4P,1,TUNIS NORD,Ariana Ville,ES,0,Ariana,1028340,MAZDA,5,3,6,No,M,TB89A8,VP,5,5
TAXI_LOUAGE_TRASPORT_RURAL,2,5,3,T,173,Mr,2,CI-4P,1,TUNIS SUD,Fouchana,DI,1,Ben Arous,780740,PEUGEOT,2,2,3,No,M,7BWJZT,VP,1,1
METIERS_LEGAUX,3,3,4,T,116,Mme,1,CI-4P,1,TUNIS NORD,Mannouba,ES,1,Mannouba,425340,SEAT,2,2,3,No,F,5F12A2,VP,4,4
ACTIVITES_COMMERCIALES,3,3,2,T,119,Mr,1,CI-4P,1,TUNIS SUD,Ben Arous,ES,1,Ben Arous,797740,KIA,2,2,3,No,M,BNS4A5615,VP,2,2
