ACT,AGE,AGO,ANC,C,CEN,CIV,CLS,CRS,CU,DG,DLG,EN,FR,GOV,ID,MRQ,NFC,PLA,PSS,RISKY,SX,TV,USG,VN,VV
EDUCATION_FORMATION,4,4,5,T,109,Mr,1,CI-4P,1,CAPBON,Dar Chaabane Elfehri,ES,1,Nabeul,243602,RENAULT,2,2,3,No,M,LBVV05,VP,3,2
EDUCATION_FORMATION,2,4,2,T,165,Mme,3,CI-3P,1,SAHEL,Hammam Sousse,DI,0,Sousse,841202,VOLKSWAGEN,5,3,4,No,F,J4BHB6,VP,3,3
ARTISAN,0,3,2,T,133,Mr,2,FOURGON,1,SUD,Zarzis,DI,1,Medenine,748402,PEUGEOT,2,2,3,No,M,XS9HUC,u1,1,1
PROFESSIONS_MEDICALES,4,3,3,T,130,Mr,4,CI-4P,5,TUNIS SUD,Hammam Lif,ES,1,Ben Arous,244802,VOLKSWAGEN,2,2,4,No,M,AB13C4,VP,3,3
PROFESSIONS_MEDICALES,0,4,1,T,812,Mr,8,CI-4P,1,TUNIS CENTRE,Ariana Ville,ES,1,Ariana,1108602,VOLKSWAGEN,2,2,4,Yes,M,3C20A1,VP,3,3
RETRAITE,6,4,5,T,102,Mr,2,BREAK,1,TUNIS NORD,Tinja,ES,0,Bizerte,112602,PEUGEOT,5,2,3,No,M,GJKFWC,VP,2,2
EMPLOYE,5,6,1,T,813,Mr,4,CI-4P,1,CAPBON,Tebourba,DI,1,Mannouba,572802,FORD,2,2,4,No,M,BAG-ED,VP,1,1
ACTIVITES_COMMERCIALES,3,4,2,T,188,Mr,1,FOURGON,1,CAPBON,Korba,DI,0,Nabeul,609802,RENAULT,5,2,4,No,M,FDAVD5,u1,2,2
RETRAITE,6,5,3,T,187,Mr,2,CI-4P,5,SUD,Medenine Sud,ES,1,Medenine,569002,RENAULT,2,2,3,No,M,LB11CF,VP,1,1
PROFESSIONS_MEDICALES,4,6,3,T,129,Mme,2,CI-4P,1,SFAX,Sakiet Ezzit,ES,0,Sfax,713002,CITROEN,5,2,3,No,F,VD-VG,VP,1,1
RETRAITE,5,4,5,T,101,Mr,1,CI-4P,1,TUNIS CENTRE,El Hrairia,ES,0,Tunis,197002,RENAULT,5,2,2,No,M,BB280F,VP,2,2
RETRAITE,6,6,2,T,101,Mr,4,CI-4P,1,TUNIS CENTRE,El Ouerdia,DI,1,Tunis,263602,VOLKSWAGEN,2,2,3,Yes,M,19-J-JP,VP,2,2
INGENIEUR,5,3,2,T,138,Mr,2,CI-4P,1,TUNIS NORD,Ariana Ville,ES,0,Ariana,279402,FORD,5,2,3,Yes,M,JA8NKR,VP,3,3
CHAUFFEUR,5,3,4,T,131,Mr,2,CI-4P,1,CAPBON,Hammamet,ES,1,Nabeul,413002,VOLKSWAGEN,2,2,3,No,M,1K,VP,2,2
EMPLOYE,2,5,3,T,109,Mr,2,CI-4P,1,CAPBON,Bir El Haffey,ES,0,Sidi Bouzid,639602,RENAULT,5,2,2,No,M,BBOFBF,VP,1,1
RETRAITE,5,6,4,T,105,Mr,4,CI-4P,1,TUNIS CENTRE,Tebourba,ES,0,Mannouba,287202,PEUGEOT,5,2,2,No,M,20AC12,VP,1,1
EMPLOYE,5,3,4,T,119,Mr,3,CI-4P,1,TUNIS SUD,Nouvelle Medina,ES,1,Ben Arous,550402,KIA,2,2,3,No,M,IHS6K3615,VP,2,2
AGRICULTURE,4,5,1,P,181,Mr,1,PLATEAU,2,SAHEL,Sidi Bouzid Ouest,DI,0,Sidi Bouzid,844002,ISUZU,5,2,5,Yes,M,DL33C,u1,2,2
AGRICULTURE,1,6,2,T,188,Mr,5,PLATEAU,1,CAPBON,Korba,DI,1,Nabeul,1000802,ISUZU,2,2,4,No,M,TFR52H,u1,2,2
EMPLOYE,3,3,3,T,151,Mme,4,CI-5P,1,SAHEL,Hammam Sousse,ES,0,Sousse,703202,RENAULT,5,2,3,No,F,G6S6K2615,VP,3,3
EDUCATION_FORMATION,2,1,1,T,151,Mme,8,CI-4P,1,SAHEL,Sousse Riadh,ES,0,Sousse,1097802,CHERY,5,2,2,No,F,S5XDE29TL4W,VP,3,3
ACTIVITES_COMMERCIALES,2,3,2,T,124,Mr,5,CI-4P,1,SAHEL,Mahdia,DI,1,Mahdia,738002,CITROEN,2,2,3,No,M,7J9HZC,VP,1,1
AGRICULTURE,5,4,2,T,179,Mr,1,BREAK,1,SUD,Gafsa Sud,ES,0,Gafsa,781602,CITROEN,5,2,3,No,M,GJHFXB,VP,1,1
EMPLOYE,2,2,2,T,191,Mme,5,CI-5P,1,SAHEL,Monastir,ES,1,Monastir,829402,KIA,2,2,2,No,F,G6S6K2615,VP,3,3
PROFESSIONS_MEDICALES,0,6,2,T,144,Mr,4,CI-4P,1,SAHEL,Ksibet El Mediouni,ES,1,Monastir,871202,RENAULT,5,2,4,No,M,GBWJYB,u1,2,2
PROFESSIONS_MEDICALES,2,3,2,T,130,Mme,3,CI-4P,1,TUNIS SUD,Bou Mhel El Bassatine,ES,1,Ben Arous,809202,MITSUBISHI,2,2,2,No,F,A03AXNHHL,VP,3,3
RETRAITE,5,5,1,T,112,Mr,4,CI-4P,1,TUNIS CENTRE,El Omrane Superieur,ES,1,Tunis,534602,CITROEN,2,2,4,No,M,DDHMV0D,VP,2,2
RETRAITE,5,5,3,T,109,Mme,2,CI-4P,5,CAPBON,Nabeul,ES,1,Nabeul,486202,VOLKSWAGEN,2,2,2,No,F,6N10H5,VP,1,1
CHAUFFEUR,5,5,3,T,101,Mr,1,CI-4P,1,TUNIS CENTRE,Ettadhamen,DI,1,Ariana,218802,VOLKSWAGEN,2,2,4,No,M,3B,VP,2,2
EMPLOYE,3,3,2,T,113,Mme,9,CI-4P,1,TUNIS CENTRE,Cite El Khadra,ES,1,Tunis,525602,RENAULT,2,2,3,No,F,BR1SOH,VP,2,2
EMPLOYE,5,3,3,T,116,Mme,8,CI-4P,1,TUNIS NORD,Le Bardo,ES,0,Tunis,661802,VOLKSWAGEN,5,2,3,No,F,5K12B1,VP,4,4
EDUCATION_FORMATION,3,1,1,T,122,Mr,8,CI-4P,1,TUNIS SUD,El Mourouj,ES,1,Ben Arous,474802,RENAULT,2,2,2,No,M,R00BE2NT5TB,VP,3,3
AGRICULTURE,2,6,1,T,188,Mr,6,PLATEAU,1,CAPBON,Beni Khalled,DI,1,Nabeul,871602,PEUGEOT,5,2,4,No,M,404UXD,u1,1,1
PROFESSIONS_MEDICALES,4,4,2,T,151,Mme,2,CI-4P,1,SAHEL,Sousse Jaouhara,ES,0,Sousse,239002,B.M.W.,5,2,4,Yes,F,316I,VP,4,4
PROFESSIONS_MEDICALES,1,5,2,T,103,Mr,10,CI-4P,1,SAHEL,Sousse Riadh,ES,1,Sousse,767802,RENAULT,2,2,3,No,M,LB11CF,VP,2,2
PROFESSIONS_MEDICALES,1,3,1,T,143,Mr,8,CI-4P,1,CAPBON,Beja Nord,DI,1,Beja,1096802,MERCEDES-BENZ,2,2,4,No,M,204,VP,2,2
RETRAITE,5,6,5,T,109,Mme,2,CI-4P,1,CAPBON,Beni Khiar,ES,1,Nabeul,122802,VOLKSWAGEN,2,2,2,No,F,6N20B2,VP,2,2
EMPLOYE,2,3,3,T,130,Mr,4,CI-4P,1,TUNIS SUD,Grombalia,ES,1,Nabeul,653202,FORD,2,2,3,No,M,DA3AW,VP,2,2
PROFESSIONS_MEDICALES,4,3,3,T,156,Mme,3,CI-4P,1,TUNIS CENTRE,La Marsa,ES,0,Tunis,760202,NISSAN,5,2,3,No,F,FBUK13,VP,3,3
RETRAITE,6,3,3,T,120,Mr,2,BREAK,1,SUD,Houmet Essouk,ES,0,Medenine,682402,PEUGEOT,5,2,3,No,M,GJKFWC,VP,3,3
RETRAITE,5,2,4,T,122,Mme,1,CI-4P,1,TUNIS SUD,El Mourouj,ES,0,Ben Arous,219002,HYUNDAI,5,2,3,No,F,A841CA,VP,3,3
RETRAITE,6,4,4,T,130,Mme,4,CI-4P,1,TUNIS SUD,Hammam Lif,ES,1,Ben Arous,553602,VOLKSWAGEN,2,2,2,No,F,9N3OB41,VP,2,2
EDUCATION_FORMATION,3,3,3,T,120,Mme,3,CI-4P,1,SUD,Houmet Essouk,ES,0,Medenine,758602,RENAULT,5,2,3,No,F,LBVV05,VP,3,3
PROFESSIONS_MEDICALES,3,2,3,T,122,Mr,4,CI-4P,1,TUNIS SUD,El Mourouj,ES,0,Ben Arous,827402,AUDI,5,2,3,No,M,8VSAKC,VP,5,5
RETRAITE,6,4,3,T,116,Mr,3,CI-4P,1,TUNIS NORD,Le Bardo,ES,1,Tunis,289402,VOLKSWAGEN,2,2,2,No,M,9N30V4,VP,2,2
EMPLOYE,4,2,4,T,136,Mr,1,CI-4P,1,TUNIS NORD,Ariana Ville,ES,0,Ariana,548602,VOLKSWAGEN,5,2,3,No,M,6042K4,VP,4,4
CORPS_ACTIFS,2,3,3,T,102,Mr,3,CI-4P,1,TUNIS NORD,Menzel Bourguiba,DI,1,Bizerte,795002,VOLKSWAGEN,2,2,4,No,M,LL7AJ0,VP,4,4
RETRAITE,6,2,2,T,125,Mme,8,CI-4P,1,CAPBON,Kelibia,ES,1,Nabeul,867402,FORD,2,2,2,No,F,RU8TS3,VP,3,3
CORPS_ACTIFS,4,4,3,T,172,Mr,1,CI-4P,1,NORD OUEST,Mejez El Bab,ES,1,Beja,208602,RENAULT,2,2,3,No,M,LB270F,VP,2,2
INGENIEUR,3,4,3,T,116,Mme,2,CI-4P,1,TUNIS NORD,Le Bardo,ES,0,Tunis,657602,MERCEDES-BENZ,5,2,4,No,F,204,VP,5,5
PROFESSIONS_MEDICALES,3,3,2,T,807,Mr,3,CI-4P,4,SAHEL,Ksibet El Mediouni,ES,0,Monastir,597802,RENAULT,5,2,3,Yes,M,4SRAP4,VP,3,3
CORPS_ACTIFS,4,4,3,T,101,Mr,3,CI-4P,1,TUNIS CENTRE,Rades,ES,1,Ben Arous,250802,RENAULT,2,2,3,No,M,LB270F,VP,2,2
EMPLOYE,0,5,2,T,126,Mr,5,CAMIONNETTE,1,NORD OUEST,Fernana,DI,1,Jendouba,1020402,ISUZU,2,2,5,No,M,TFR54HSLNNN,u1,2,2
EDUCATION_FORMATION,3,4,2,T,116,Mme,8,CI-4P,1,TUNIS NORD,Ezzouhour  (Tunis),ES,1,Tunis,869202,RENAULT,2,2,2,No,F,BB280F,VP,2,2
RETRAITE,7,3,4,T,109,Mr,1,CI-4P,1,CAPBON,Nabeul,ES,0,Nabeul,163402,HYUNDAI,5,2,2,No,M,BC51BA,VP,3,3
PARAMEDICAL,4,3,3,T,137,Mr,1,CI-4P,1,TUNIS SUD,Megrine,ES,0,Ben Arous,499802,VOLKSWAGEN,5,2,3,No,M,AU,VP,5,5
PROFESSIONS_MEDICALES,3,3,2,T,807,Mme,4,CI-4P,1,SAHEL,Monastir,ES,0,Monastir,876802,CITROEN,5,2,2,Yes,F,PNCFB4,VP,3,3
EMPLOYE,5,5,3,T,121,Mme,1,CI-4P,1,SUD,Gafsa Sud,ES,1,Gafsa,425802,RENAULT,2,2,2,No,F,BBOF,VP,2,2
EDUCATION_FORMATION,4,3,3,T,130,Mme,6,CI-4P,1,TUNIS SUD,Soliman,ES,1,Nabeul,597002,MITSUBISHI,2,2,2,No,F,A03AXNHHL,VP,3,3
PROFESSIONS_MEDICALES,3,5,2,T,144,Mr,8,CI-4P,1,SAHEL,Monastir,DI,0,Monastir,851602,MERCEDES-BENZ,5,2,4,No,M,211,VP,3,3
PROFESSIONS_MEDICALES,2,4,3,T,132,Mme,2,CI-4P,1,SAHEL,Kairouan Sud,ES,1,Kairouan,661602,PEUGEOT,2,2,2,No,F,2MHFXA,VP,2,2
PROFESSIONS_MEDICALES,3,3,3,T,188,Mme,4,CI-4P,1,CAPBON,Beni Khalled,ES,0,Nabeul,618202,PEUGEOT,5,2,3,No,F,WC8FSC,VP,4,4
EMPLOYE,5,5,4,T,105,Mme,1,CI-4P,1,TUNIS CENTRE,El Menzah,ES,1,Tunis,475002,PEUGEOT,2,2,2,No,F,2AHFX2,VP,1,1
ACTIVITES_COMMERCIALES,0,4,1,T,113,Mr,8,BREAK,1,TUNIS CENTRE,La Medina,DI,1,Tunis,1077402,PEUGEOT,2,2,3,No,M,0U9HZH,VP,4,4
PARAMEDICAL,5,4,5,T,124,Mr,1,CI-4P,1,SAHEL,Mahdia,ES,1,Mahdia,271603,PEUGEOT,2,2,2,No,M,2AHFX2,VP,2,2
RETRAITE,6,4,3,T,101,Mr,1,CI-4P,1,TUNIS CENTRE,El Menzah,ES,1,Tunis,168003,VOLKSWAGEN,2,2,2,No,M,6R12B4,VP,3,3
ARTISAN,4,4,5,T,122,Mr,1,CI-4P,1,TUNIS SUD,Fouchana,ES,1,Ben Arous,188803,RENAULT,2,2,3,No,M,LB270F,VP,2,2
PROFESSIONS_MEDICALES,1,2,2,T,111,Mme,8,CI-4P,1,SAHEL,Carthage,ES,0,Tunis,1014603,RENAULT,5,2,3,No,F,5R0K0H,VP,4,4
RETRAITE,5,4,3,T,111,Mme,3,CI-4P,1,SAHEL,Monastir,ES,1,Monastir,380803,FIAT,2,2,2,No,F,199BXC1A05,VP,3,3
PARAMEDICAL,3,5,1,T,131,Mme,3,CAMIONNETTE,1,CAPBON,Ben Arous,DI,1,Ben Arous,850603,PEUGEOT,2,2,4,No,F,5BRHYF,u1,1,1
EDUCATION_FORMATION,4,6,2,T,130,Mme,5,CI-4P,1,TUNIS SUD,Bab Bhar,ES,1,Tunis,831803,VOLKSWAGEN,2,2,2,No,F,6N20B2,VP,2,2
EMPLOYE,5,2,3,T,811,Mr,4,CI-4P,1,SAHEL,El Jem,ES,0,Mahdia,140403,KIA,5,2,4,No,M,G6S6K2615,u1,5,5
RESIDENT_A_L'ETRANGER,4,3,2,T,112,Mme,4,CI-4P,1,TUNIS CENTRE,El Kabbaria,ES,1,Tunis,832803,OPEL,2,2,3,No,F,OSDL68,VP,2,2
RETRAITE,5,1,1,T,112,Mr,4,CI-5P,1,TUNIS CENTRE,El Mourouj,ES,1,Ben Arous,1074203,KIA,2,2,2,No,M,G6S6K3615,VP,4,4
EMPLOYE,5,3,3,T,116,Mme,3,CI-4P,1,TUNIS NORD,Essijoumi,ES,0,Tunis,778203,FORD,5,2,3,No,F,J1BAA2,VP,3,3
EDUCATION_FORMATION,3,2,2,T,101,Mme,9,CI-4P,1,TUNIS CENTRE,El Mourouj,ES,1,Ben Arous,854803,VOLKSWAGEN,2,2,2,No,F,6C12C1,VP,4,4
PROFESSIONS_MEDICALES,2,5,1,T,101,Mme,10,CI-4P,1,TUNIS CENTRE,Fouchana,ES,1,Ben Arous,1016203,PEUGEOT,2,2,2,Yes,F,2AHFX2,VP,2,2
PROFESSIONS_MEDICALES,0,2,1,T,132,Mr,8,CI-4P,1,SAHEL,Msaken,DI,1,Sousse,1065003,MERCEDES-BENZ,2,2,4,No,M,204,VP,5,5
PROFESSIONS_MEDICALES,1,2,2,T,822,Mme,3,CI-4P,1,SAHEL,Sousse Ville,ES,1,Sousse,876403,MERCEDES-BENZ,2,2,4,No,F,205040,VP,6,6
PROFESSIONS_MEDICALES,1,4,1,T,173,Mr,11,CI-4P,1,TUNIS SUD,Essijoumi,DI,1,Tunis,1097203,VOLKSWAGEN,2,2,2,Yes,M,9N3014,VP,2,2
RETRAITE,5,6,5,T,118,Mr,1,CI-4P,1,SAHEL,Hammam Sousse,ES,1,Sousse,257203,PEUGEOT,2,2,2,No,M,1ACDZE,VP,1,1
RETRAITE,5,6,3,T,121,Mr,2,CI-4P,1,SUD,Moulares,ES,1,Gafsa,532003,RENAULT,2,2,3,No,M,L42,VP,1,1
EMPLOYE,5,6,5,T,105,Mr,1,CI-4P,1,TUNIS CENTRE,Soliman,DI,1,Nabeul,207003,VOLKSWAGEN,2,2,3,No,M,1HXO,VP,2,2
RETRAITE,6,4,3,T,103,Mr,1,CAMIONNETTE,1,SAHEL,Sousse Riadh,ES,0,Sousse,568203,TOYOTA,5,2,4,No,M,FR22G,u1,4,4
EMPLOYE,4,3,2,T,129,Mme,4,CI-4P,1,SFAX,Sfax Sud,ES,1,Sfax,724203,VOLKSWAGEN,2,2,3,No,F,1K,VP,4,4
EMPLOYE,1,2,1,T,169,Mme,8,CI-4P,1,NORD OUEST,Ben Arous,ES,1,Ben Arous,870203,RENAULT,2,2,3,No,F,BR14,VP,2,2
EMPLOYE,4,2,1,T,157,Mr,8,CI-4P,1,TUNIS SUD,Sidi El Bechir,ES,1,Tunis,295003,VOLKSWAGEN,2,2,3,No,M,AU,VP,3,3
RETRAITE,5,4,3,T,102,Mme,2,CI-4P,1,TUNIS NORD,Bizerte Sud,ES,1,Bizerte,652203,KIA,2,2,3,No,F,BNS4A5815,VP,3,3
PROFESSIONS_MEDICALES,4,6,4,T,103,Mme,3,CI-4P,1,SAHEL,Hammam Sousse,ES,0,Sousse,140803,VOLKSWAGEN,5,2,3,No,F,6N10H4,VP,1,1
PROFESSIONS_MEDICALES,4,6,2,T,128,Mme,4,CI-4P,5,TUNIS NORD,El Omrane Superieur,ES,1,Tunis,885803,OPEL,2,2,2,No,F,CB7468NB,VP,1,1
PROFESSIONNEL_CONSULTANT_EXPERT,6,6,5,T,113,Mr,2,CI-4P,1,TUNIS CENTRE,Ariana Ville,ES,1,Ariana,256203,VOLKSWAGEN,2,2,4,No,M,3B,VP,2,2
PROFESSIONS_MEDICALES,5,3,5,T,139,Mme,4,CI-4P,1,TUNIS SUD,Carthage,ES,1,Tunis,155403,SKODA,2,2,5,No,F,SLW52EC58,VP,5,5
RESIDENT_A_L'ETRANGER,4,4,3,T,120,Mme,1,BREAK,1,SUD,Houmet Essouk,DI,0,Medenine,580003,MERCEDES-BENZ,5,2,5,No,F,164,VP,5,5
EDUCATION_FORMATION,4,4,5,T,101,Mme,1,CI-4P,1,TUNIS CENTRE,Mannouba,ES,1,Mannouba,207803,VOLKSWAGEN,2,2,3,No,F,6R12C4,VP,3,3
EDUCATION_FORMATION,4,3,2,T,156,Mme,4,CI-4P,1,TUNIS CENTRE,El Ouerdia,ES,1,Tunis,226403,RENAULT,2,2,3,No,F,2R5A1H,VP,4,4
RETRAITE,6,4,5,T,101,Mr,1,CI-4P,5,TUNIS CENTRE,El Ouerdia,ES,0,Tunis,113403,FIAT,5,2,3,No,M,225AXC1A03B,VP,2,2
EDUCATION_FORMATION,2,4,3,T,109,Mme,3,CI-4P,1,CAPBON,Dar Chaabane Elfehri,DI,1,Nabeul,730403,RENAULT,2,2,3,No,F,BZOA05,VP,4,4
JOURNALISME,2,4,2,T,105,Mr,4,CI-4P,1,TUNIS CENTRE,Soliman,ES,0,Nabeul,812003,FORD,5,2,3,No,M,JA8NKR,VP,2,2
PROFESSIONS_MEDICALES,4,2,4,T,101,Mr,4,CI-4P,1,TUNIS CENTRE,La Marsa,ES,1,Tunis,157603,KIA,2,2,3,No,M,IHS6K3615,VP,4,4
EMPLOYE,3,2,1,T,112,Mme,8,CI-4P,1,TUNIS CENTRE,Rades,ES,0,Ben Arous,787203,CHERY,5,2,2,No,F,S5XDE29TL4W,VP,3,3
AGRICULTURE,3,6,3,T,133,Mr,4,CI-3P,1,SUD,Zarzis,ES,1,Medenine,284603,CITROEN,2,2,1,No,M,AKAK,VP,1,1
TECHNICIEN,5,5,3,T,109,Mr,8,CI-4P,1,CAPBON,Nabeul,ES,1,Nabeul,111203,VOLKSWAGEN,2,2,4,No,M,JH1UKR,VP,3,3
EDUCATION_FORMATION,5,4,4,T,101,Mr,1,CI-4P,1,TUNIS CENTRE,El Omrane Superieur,ES,0,Tunis,197203,PEUGEOT,5,2,3,Yes,M,3CKFUC,VP,3,3
RESIDENT_A_L'ETRANGER,2,2,2,T,102,Mr,8,CI-4P,1,TUNIS NORD,Menzel Jemil,ES,0,Bizerte,877203,VOLKSWAGEN,5,2,3,No,M,AU,VP,4,4
ARCHITECTURE_BTP_IMMOBILIER,4,2,2,T,173,Mr,4,CI-4P,4,TUNIS SUD,Ezzahra,ES,0,Ben Arous,630403,JAGUAR_LAND_ROVER,5,2,6,Yes,M,AA04N,VP,5,5
PROFESSIONS_MEDICALES,3,2,2,T,122,Mme,8,CI-4P,1,TUNIS SUD,El Mourouj,ES,0,Ben Arous,1009803,NISSAN,5,2,2,No,F,FBUK13,VP,4,4
EMPLOYE,4,3,3,T,116,Mme,4,CI-4P,1,TUNIS NORD,Ariana Ville,ES,1,Ariana,813403,OPEL,2,2,3,No,F,OSDL68VERSI,VP,3,3
EDUCATION_FORMATION,5,3,2,T,132,Mr,8,CI-4P,1,SAHEL,Sousse Ville,DI,0,Sousse,901603,VOLKSWAGEN,5,2,3,No,M,1K,VP,3,3
CORPS_ACTIFS,1,5,1,T,122,Mr,8,CI-4P,1,TUNIS SUD,El Mourouj,ES,0,Ben Arous,1076403,VOLKSWAGEN,5,2,3,Yes,M,9N10D4,VP,2,2
GERANT_DIRIGEANT,2,6,1,T,191,Mr,2,BREAK,1,SAHEL,Moknine,DI,0,Monastir,905203,MERCEDES-BENZ,5,3,5,Yes,M,123T,VP,1,1
PROFESSIONS_MEDICALES,0,6,2,T,101,Mme,4,CI-4P,1,TUNIS CENTRE,El Kabbaria,ES,1,Tunis,863203,PEUGEOT,2,2,2,No,F,1ACDZE,VP,1,1
PROFESSIONNEL_CONSULTANT_EXPERT,2,4,3,T,188,Mr,3,FOURGON,1,CAPBON,Beni Khalled,ES,1,Nabeul,764603,HYUNDAI,2,2,3,No,M,GB9HWC,u1,3,3
EDUCATION_FORMATION,3,3,2,T,111,Mr,8,CI-4P,1,SAHEL,Sahline,ES,1,Monastir,667803,CITROEN,2,2,3,No,M,RD9HL0,VP,3,3
METIERS_LEGAUX,5,5,3,T,116,Mr,4,CI-4P,1,TUNIS NORD,Le Bardo,DI,1,Tunis,267003,VOLKSWAGEN,2,2,4,No,M,GN414B,VP,5,5
ACTIVITES_COMMERCIALES,2,2,2,T,805,Mme,8,CI-4P,1,TUNIS NORD,El Mourouj,ES,0,Ben Arous,810803,PEUGEOT,5,2,2,No,F,PSCFBXH1A00,VP,3,3
CHAUFFEUR,3,4,2,T,157,Mr,4,CI-4P,1,TUNIS SUD,Oued Ellil,ES,0,Mannouba,771203,VOLKSWAGEN,5,2,3,No,M,1K11B1,VP,2,2
PARAMEDICAL,2,5,3,T,187,Mme,2,CI-4P,1,SUD,Medenine Sud,ES,1,Medenine,765203,VOLKSWAGEN,5,2,3,No,F,CB1KCF,VP,3,3
CHAUFFEUR,5,5,4,T,102,Mr,1,CI-4P,1,TUNIS NORD,Ras Jebel,ES,0,Bizerte,512403,VOLKSWAGEN,5,2,4,No,M,6N20B2,VP,3,3
EMPLOYE,2,4,3,T,130,Mme,1,CI-4P,1,TUNIS SUD,Ezzahra,ES,1,Ben Arous,598003,PEUGEOT,2,2,2,No,F,2AHFX2,VP,2,2
ACTIVITES_COMMERCIALES,3,3,1,T,807,Mr,8,CI-4P,1,SAHEL,Monastir,DI,1,Monastir,895803,RENAULT,2,2,3,No,M,BZ0BD6,VP,3,3
EMPLOYE,5,3,3,T,138,Mme,1,CI-4P,1,TUNIS NORD,Ariana Ville,ES,1,Ariana,261403,FORD,2,2,3,No,F,FIESTA,VP,3,3
PROFESSIONS_MEDICALES,2,4,1,T,111,Mme,8,CI-4P,1,SAHEL,Monastir,DI,0,Monastir,848603,RENAULT,5,2,2,No,F,BR1GOH,VP,2,2
PROFESSIONS_MEDICALES,5,3,2,T,801,Mme,5,CI-4P,1,TUNIS SUD,Jendouba Nord,DI,1,Jendouba,685203,VOLKSWAGEN,2,2,4,No,F,3C,VP,4,4
INGENIEUR,3,6,2,T,113,Mr,1,CI-4P,1,TUNIS CENTRE,Borj El Amri,ES,0,Mannouba,647203,VOLKSWAGEN,5,2,2,No,M,6N10H5,VP,1,1
PARAMEDICAL,3,4,2,T,808,Mme,6,CI-2P,1,CAPBON,Raoued,DI,0,Ariana,851603,PEUGEOT,5,2,3,No,F,GB9HWCC,u1,2,2
RETRAITE,6,3,4,T,181,Mr,1,CI-4P,1,SAHEL,Kairouan Sud,ES,0,Kairouan,569003,TOYOTA,5,3,3,Yes,M,F651LMGMRF,VP,3,3
RESIDENT_A_L'ETRANGER,6,2,1,T,180,Mme,8,CI-4P,1,CAPBON,Hammam Lif,DI,1,Ben Arous,1013803,DACIA,2,2,2,No,F,5SDKJC,VP,4,4
RETRAITE,6,6,3,T,103,Mr,4,CAMIONNETTE,1,SAHEL,Kalaa El Kebira,DI,0,Sousse,801803,FIAT,5,2,5,No,M,OM4035B,u1,1,1
RETRAITE,6,4,3,T,180,Mr,3,CI-4P,1,CAPBON,Zaghouan,ES,1,Zaghouan,120803,RENAULT,2,2,3,No,M,LM1AOH,VP,2,2
ACTIVITES_COMMERCIALES,2,5,3,T,188,Mr,3,PLATEAU,1,CAPBON,Menzel Bouzelfa,DI,1,Nabeul,819403,ISUZU,2,2,5,No,M,DL34C,u1,2,2
RETRAITE,6,3,3,T,109,Mr,3,CI-4P,1,CAPBON,Nabeul,ES,1,Nabeul,655803,RENAULT,5,2,3,No,M,TJ5CD,VP,3,3
PARAMEDICAL,4,4,3,T,132,Mr,5,BREAK,1,SAHEL,Msaken,DI,1,Sousse,297003,RENAULT,2,2,3,No,M,KMSFC5,VP,3,3
EMPLOYE,2,5,2,T,128,Mr,5,CI-4P,1,TUNIS NORD,La Marsa,ES,1,Tunis,629003,FIAT,2,2,5,No,M,765,VP,4,4
RESIDENT_A_L'ETRANGER,5,5,3,T,120,Mr,1,PLATEAU,1,SUD,Houmet Essouk,ES,0,Medenine,407203,PEUGEOT,5,2,5,No,M,K74TGJEN,u1,2,2
PROFESSIONS_MEDICALES,2,3,3,T,138,Mr,6,CI-4P,1,TUNIS NORD,El Menzah,ES,1,Tunis,656403,VOLKSWAGEN,2,2,3,No,M,AU,VP,3,3
RESIDENT_A_L'ETRANGER,1,3,1,T,151,Mr,8,CI-4P,1,SAHEL,Sousse Riadh,DI,0,Sousse,1089403,VOLKSWAGEN,5,2,3,No,M,1K,VP,4,4
EDUCATION_FORMATION,5,4,4,T,135,Mr,3,CI-4P,1,TUNIS NORD,Le Bardo,ES,1,Tunis,538603,FORD,2,2,3,No,M,JH1UKR,VP,2,2
EMPLOYE,4,4,3,T,102,Mme,1,CI-4P,1,TUNIS NORD,Bizerte Nord,ES,1,Bizerte,547203,KIA,2,2,4,No,F,TDS4D2615,VP,3,3
RETRAITE,4,3,5,T,109,Mr,1,CI-4P,1,CAPBON,Dar Chaabane Elfehri,ES,1,Nabeul,135403,KIA,2,2,3,No,M,BNS4A5615,VP,1,1
EDUCATION_FORMATION,6,4,3,T,105,Mr,4,CI-4P,1,TUNIS CENTRE,Ettahrir,ES,0,Tunis,152403,VOLKSWAGEN,5,2,4,No,M,9A22K4,VP,2,2
CORPS_ACTIFS,3,3,2,T,130,Mr,4,CI-4P,1,TUNIS SUD,Hammam Lif,DI,1,Ben Arous,247003,VOLKSWAGEN,2,2,4,No,M,3C,VP,4,4
EMPLOYE,4,6,2,T,120,Mr,1,CI-4P,1,SUD,Midoun,ES,1,Medenine,124403,FIAT,2,2,3,No,M,146EF55,VP,1,1
PROFESSIONS_MEDICALES,2,2,2,T,136,Mr,8,CI-4P,1,TUNIS NORD,Ariana Ville,ES,1,Ariana,671403,RENAULT,5,2,5,No,M,BA4BN2,VP,6,6
OUVRIER,0,5,1,T,122,Mr,5,CI-4P,1,TUNIS SUD,Mohamadia,DI,1,Ben Arous,869603,PEUGEOT,2,2,3,No,M,7BWJZT,VP,1,1
EMPLOYE,3,4,3,T,151,Mme,9,CI-4P,1,SAHEL,Ksar Helal,ES,1,Monastir,775003,FORD,2,2,3,No,F,JA8NKR,VP,2,2
